DateTime,"(mm) Actual ET (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31","(mm) Grass Ref ET (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31","(mm) Precipitation (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31","(mm) Soil Moisture (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31","(deg C) Max Temperature (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31","(deg C) Min Temperature (TerraClimate) at -98.7092E,29.7839N, 1958-01-01 to 2019-12-31",GWL(m)
1999-01-01,41.8,76.9,5,133.8,18.7,3.6,208.76312438709675
1999-02-01,37.7,86.5,1,97.0,22.0,7.7,207.1067014285714
1999-03-01,90.8,105.0,88,89.8,21.6,9.1,206.5381827096774
1999-04-01,55.5,140.9,29,61.6,26.8,13.9,206.631032
1999-05-01,93.4,154.8,84,47.6,29.2,17.0,205.43451174193547
1999-06-01,111.8,168.9,109,39.0,30.9,20.8,203.0334776
1999-07-01,67.1,182.3,64,33.1,33.1,21.0,205.2440609032258
1999-08-01,26.7,191.1,24,28.8,35.3,20.8,202.4714624516129
1999-09-01,6.9,150.8,4,25.5,32.5,17.4,201.54026239999996
1999-10-01,45.3,116.4,45,22.9,27.1,11.1,201.1448941935484
1999-11-01,6.5,86.2,5,20.8,23.5,7.6,202.0131088
1999-12-01,20.9,76.2,20,19.1,18.4,3.2,202.27255587096772
2000-01-01,42.9,71.6,44,17.6,18.3,4.6,202.48178632258063
2000-02-01,55.2,86.8,57,16.4,22.3,8.0,202.26023503448263
2000-03-01,38.7,122.8,40,15.3,24.5,10.6,201.33269032258065
2000-04-01,42.5,151.4,44,14.3,26.8,13.0,200.4280472
2000-05-01,108.4,178.6,113,13.5,31.1,19.0,198.5226309677419
2000-06-01,153.0,173.3,160,12.7,31.1,20.3,199.1310216
2000-07-01,9.6,214.4,9,12.1,35.4,21.2,196.8948023225806
2000-08-01,19.1,201.6,19,11.5,35.7,20.9,195.2144694193548
2000-09-01,60.4,156.7,63,10.9,33.5,17.4,195.2188119999999
2000-10-01,101.5,101.5,145,47.3,25.3,14.7,198.3237243870968
2000-11-01,65.3,65.3,192,164.2,17.3,6.2,204.5160247999999
2000-12-01,55.0,59.4,53,159.9,12.4,0.7,206.1147073548387
2001-01-01,58.4,58.4,96,192.9,13.4,1.4,206.7783847741936
2001-02-01,53.0,70.5,33,171.0,17.9,5.8,207.34705799999983
2001-03-01,84.4,91.7,81,163.3,17.7,5.9,207.6141267096774
2001-04-01,87.3,135.1,42,116.2,25.9,13.8,207.38764719999992
2001-05-01,106.9,162.9,75,81.0,29.3,16.9,207.267048
2001-06-01,69.2,183.2,48,57.6,32.5,19.9,203.4434336
2001-07-01,24.1,203.6,12,45.3,34.8,21.3,201.91869290322572
2001-08-01,176.4,176.4,246,102.6,33.7,20.7,199.64508154838708
2001-09-01,122.9,132.2,124,97.6,29.5,16.8,205.6969216
2001-10-01,87.1,112.4,78,84.8,25.6,11.2,205.93428541935484
2001-11-01,74.1,74.1,112,116.8,21.7,9.7,206.7723575999999
2001-12-01,63.8,63.8,95,143.7,16.8,4.4,208.62724258064517
2002-01-01,44.2,70.4,24,122.0,17.3,3.2,208.3052361290322
2002-02-01,42.8,74.6,23,100.7,16.0,1.5,207.46832485714285
2002-03-01,65.9,114.6,42,75.1,21.1,6.8,206.4301261935484
2002-04-01,79.8,139.2,63,54.8,27.3,15.2,206.4998664
2002-05-01,64.8,175.7,56,43.5,29.8,16.5,203.6165272258064
2002-06-01,75.4,169.8,72,36.3,32.2,20.0,200.131172
2002-07-01,166.1,166.1,176,37.3,31.5,20.4,208.91680258064517
2002-08-01,46.7,185.1,43,31.9,34.2,20.6,208.3962828387096
2002-09-01,137.7,137.7,150,37.1,31.2,17.7,209.13150959999996
2002-10-01,81.4,81.4,210,155.3,24.0,13.7,210.2702129032258
2002-11-01,65.3,74.7,60,146.6,19.6,5.4,212.2349832
2002-12-01,66.4,66.4,106,180.7,16.8,3.3,211.82076
2003-01-01,46.1,62.5,29,162.1,14.9,1.6,211.506816
2003-02-01,62.8,62.8,84,178.9,15.4,3.7,211.2264
2003-03-01,67.7,105.1,27,137.0,21.2,7.3,211.13240361290323
2003-04-01,65.5,149.4,6,77.1,27.0,12.6,209.807048
2003-05-01,35.1,167.7,15,55.8,31.2,18.0,206.79018348387095
2003-06-01,139.1,169.9,138,47.6,31.7,18.8,206.7078416
2003-07-01,133.7,174.9,132,39.0,32.4,20.3,207.92925058064512
2003-08-01,60.1,177.4,57,33.1,34.1,20.1,207.0068864516128
2003-09-01,123.0,123.0,176,77.3,29.5,16.8,207.8096936
2003-10-01,76.9,106.8,69,65.8,26.8,12.8,208.2855716129032
2003-11-01,33.8,76.3,21,52.3,22.0,9.5,207.83783679999996
2003-12-01,18.0,77.4,8,42.0,18.4,2.8,207.29860954838705
2004-01-01,63.1,63.1,76,51.6,16.4,4.7,207.22594916129032
2004-02-01,66.4,66.4,71,52.9,15.4,3.2,207.53369544827584
2004-03-01,67.3,106.1,61,43.3,23.3,11.2,207.7850113548387
2004-04-01,127.4,127.4,161,69.0,24.4,12.3,208.6379367999999
2004-05-01,62.4,159.4,47,51.7,28.6,17.1,209.19967664516128
2004-06-01,160.6,160.6,280,157.0,30.7,19.7,208.316576
2004-07-01,110.6,186.8,42,85.9,32.4,19.9,210.0476105806452
2004-08-01,117.1,173.3,98,61.5,32.6,19.0,208.64897187096776
2004-09-01,62.9,135.3,51,47.5,31.5,17.5,208.7032656
2004-10-01,102.7,102.7,209,143.2,28.3,16.2,209.46445935483868
2004-11-01,68.4,68.4,218,238.2,20.5,8.2,211.774024
2004-12-01,45.9,67.9,9,200.5,17.0,2.8,213.23119741935483
2005-01-01,61.5,62.2,64,199.6,17.3,5.4,212.17776929032257
2005-02-01,58.7,58.7,73,210.4,16.9,7.0,212.48751
2005-03-01,92.4,113.2,66,180.7,21.7,7.2,212.97752516129032
2005-04-01,87.8,150.5,17,109.6,26.1,11.0,211.6680552
2005-05-01,110.0,154.9,88,83.3,28.4,16.0,210.14327845161284
2005-06-01,53.1,190.4,30,58.7,32.7,20.1,209.0576464
2005-07-01,75.3,183.6,66,45.9,34.1,20.4,206.91230012903227
2005-08-01,63.8,179.4,59,37.9,34.1,20.2,207.23519148387092
2005-09-01,35.6,157.4,32,32.3,34.5,19.5,206.9416232
2005-10-01,53.4,109.2,52,28.2,27.1,12.2,206.62185522580643
2005-11-01,14.8,87.8,12,25.1,24.2,8.1,206.7165792
2005-12-01,9.9,69.6,8,22.6,17.4,1.9,206.9187894193548
2006-01-01,22.7,84.9,22,20.5,21.1,4.4,206.2911963870968
2006-02-01,22.5,83.1,22,18.8,18.9,3.2,205.6739237142857
2006-03-01,50.6,122.8,52,17.4,24.4,10.3,204.3518818064516
2006-04-01,53.2,160.3,55,16.2,29.7,15.0,203.237592
2006-05-01,84.8,187.5,88,15.1,31.3,16.7,202.39772051612903
2006-06-01,49.2,194.4,51,14.2,33.3,19.4,199.6149423999999
2006-07-01,57.0,191.8,59,13.4,34.2,21.0,198.9463029677419
2006-08-01,10.5,203.8,10,12.6,36.0,21.4,197.8555122580645
2006-09-01,87.6,137.7,92,12.0,31.4,17.1,200.204832
2006-10-01,82.1,109.8,86,11.4,27.3,13.2,201.14715561290308
2006-11-01,21.6,86.8,22,10.9,23.0,7.8,202.2729
2006-12-01,60.2,68.1,63,10.5,17.4,3.8,202.519640516129
2007-01-01,50.8,50.8,132,85.0,12.4,1.5,203.99192283870968
2007-02-01,26.3,75.7,5,63.8,17.6,3.6,203.7979885714285
2007-03-01,110.1,110.1,144,90.9,23.2,10.8,203.7688289032258
2007-04-01,75.8,124.8,56,68.1,23.3,10.5,206.4086296
2007-05-01,138.0,138.0,172,93.1,27.5,16.7,206.8096513548387
2007-06-01,148.3,153.6,153,90.6,30.3,19.9,206.9032184
2007-07-01,138.6,138.6,196,138.6,30.1,19.9,210.8199344516128
2007-08-01,140.0,166.8,125,117.5,32.9,20.9,212.9221695483871
2007-09-01,86.7,133.0,60,88.0,31.5,18.9,213.0138488
2007-10-01,49.1,119.9,23,60.8,28.6,13.0,211.46581548387093
2007-11-01,40.9,78.5,32,49.9,22.3,8.8,210.808824
2007-12-01,22.0,73.8,13,40.5,18.9,3.2,210.5059904516129
2008-01-01,22.1,67.0,17,34.1,15.8,1.6,209.91035225806448
2008-02-01,13.5,91.3,9,29.6,21.6,5.2,208.99736606896545
2008-03-01,50.3,129.0,49,26.1,23.2,8.1,208.50286451612897
2008-04-01,36.5,151.8,36,23.4,26.8,11.6,207.5772328
2008-05-01,41.5,177.3,41,21.2,30.9,17.4,205.3816141935484
2008-06-01,11.8,214.9,11,19.4,34.8,21.4,201.5577376
2008-07-01,57.9,201.5,59,17.9,34.1,20.2,203.35115458064516
2008-08-01,135.4,164.1,141,16.6,33.4,20.3,204.4603316129032
2008-09-01,8.5,140.7,8,15.5,31.2,16.5,204.97292
2008-10-01,32.6,116.8,33,14.5,27.4,11.4,203.69449703225803
2008-11-01,9.4,82.4,9,13.6,22.8,7.3,203.5614928
2008-12-01,9.6,76.4,9,12.9,18.2,2.9,204.0306619354839
2009-01-01,13.0,76.1,13,12.2,18.6,1.7,204.06359999999992
2009-02-01,12.2,96.4,12,11.6,22.4,6.5,203.0809465714285
2009-03-01,66.1,128.6,69,11.0,23.8,8.9,202.78255509677416
2009-04-01,103.2,148.7,108,10.5,26.5,11.5,201.65415599999997
2009-05-01,45.9,168.0,48,10.1,30.3,17.0,199.7471403870968
2009-06-01,19.5,204.9,20,9.7,34.7,21.0,197.73574879999995
2009-07-01,30.4,209.2,32,9.3,35.8,21.6,196.1303442580645
2009-08-01,32.6,206.1,34,8.9,36.0,20.9,196.2464632258064
2009-09-01,122.8,122.8,175,52.7,30.1,17.7,198.1888847999999
2009-10-01,97.6,97.6,216,160.4,25.1,12.6,201.8739561290322
2009-11-01,79.1,79.1,84,160.9,22.4,7.8,203.8861048
2009-12-01,52.3,53.1,54,160.2,13.5,1.9,204.3401814193548
2010-01-01,61.8,61.8,104,197.5,14.5,1.7,204.92077625806445
2010-02-01,62.6,62.6,92,221.9,13.4,2.1,207.45961628571428
2010-03-01,97.5,121.9,63,184.3,21.3,6.2,207.281993032258
2010-04-01,95.8,132.0,56,142.0,25.1,12.6,207.041496
2010-05-01,123.5,164.0,95,109.0,29.8,17.2,207.16498916129032
2010-06-01,119.0,182.6,86,72.1,33.0,21.5,206.1175456
2010-07-01,112.8,167.7,99,53.3,32.3,21.5,205.7473741935484
2010-08-01,18.4,199.7,8,42.6,36.3,22.1,203.91002012903212
2010-09-01,129.4,129.4,233,134.6,31.9,19.2,206.6746184
2010-10-01,55.4,123.9,3,82.5,28.5,11.9,206.3624802580645
2010-11-01,45.1,91.9,27,63.1,22.9,7.7,205.6865584
2010-12-01,35.4,73.6,25,51.6,18.6,3.3,204.83051612903225
2011-01-01,57.6,60.4,60,50.9,15.6,1.6,205.13413625806447
2011-02-01,21.4,86.0,12,41.1,18.8,3.7,204.66100799999987
2011-03-01,16.6,132.5,11,34.6,25.3,10.5,202.987656
2011-04-01,13.3,181.3,9,29.9,30.7,14.9,200.8971344
2011-05-01,20.4,183.7,18,26.4,31.3,17.1,199.0868059354838
2011-06-01,41.8,218.9,41,23.6,35.3,21.1,196.2212991999999
2011-07-01,22.3,220.1,21,21.4,36.8,22.6,196.2415470967742
2011-08-01,17.4,218.4,16,19.5,37.9,22.8,195.7321378064516
2011-09-01,70.4,165.2,73,18.0,34.8,18.0,196.0281576
2011-10-01,104.0,121.7,108,16.7,27.9,12.5,197.91322761290317
2011-11-01,46.3,86.4,48,15.6,22.7,8.0,197.5836536
2011-12-01,56.4,56.4,97,51.3,15.5,4.2,198.81297754838695
2012-01-01,71.2,71.2,114,88.4,19.0,4.0,199.2298652903225
2012-02-01,65.0,65.0,142,158.8,18.1,6.9,201.80072275862065
2012-03-01,105.1,114.3,101,150.0,24.2,11.5,202.41817161290317
2012-04-01,79.4,158.3,11,80.7,29.1,14.8,200.5800408
2012-05-01,169.6,169.6,207,107.8,30.3,17.9,199.83936696774197
2012-06-01,52.6,200.9,14,68.6,34.6,21.1,197.1557144
2012-07-01,102.4,195.7,90,51.4,34.4,21.3,196.86206090322577
2012-08-01,65.0,203.0,58,41.4,36.1,21.4,195.36932748387093
2012-09-01,149.0,149.0,200,82.7,32.2,18.1,196.2128663999999
2012-10-01,69.9,109.0,56,66.5,26.6,13.2,197.3552469677419
2012-11-01,22.6,86.2,7,50.3,24.0,9.4,197.5751192
2012-12-01,19.3,73.1,10,40.7,19.8,5.1,198.43532051612883
2013-01-01,65.6,65.6,79,50.3,17.0,3.8,199.3944572903225
2013-02-01,16.1,83.8,7,40.7,20.3,5.7,199.0230788571428
2013-03-01,28.4,132.9,23,34.3,23.8,7.6,197.64087406451603
2013-04-01,65.7,147.5,64,29.7,25.7,11.3,197.3161407999999
2013-05-01,172.3,172.3,244,88.8,29.6,16.3,197.7836384516129
2013-06-01,88.1,189.6,64,61.2,33.6,20.9,198.74179199999995
2013-07-01,46.4,194.4,34,47.3,34.1,20.8,195.51219019354832
2013-08-01,38.0,196.6,31,38.8,36.0,21.2,193.3545011612903
2013-09-01,112.3,140.7,113,33.8,33.1,19.4,193.4078936
2013-10-01,88.5,105.3,90,31.2,27.0,13.7,194.5867780645161
2013-11-01,50.5,67.9,51,28.8,19.2,7.0,195.40494319999985
2013-12-01,29.3,59.4,27,25.5,15.4,2.1,195.0426998709677
2014-01-01,7.6,76.2,5,22.9,16.7,0.5,195.8865042580645
2014-02-01,18.3,74.0,17,20.8,18.1,4.0,195.9181465714286
2014-03-01,33.7,115.8,34,19.1,21.4,6.6,195.6344051612903
2014-04-01,17.7,151.1,17,17.6,27.0,12.7,194.7508424
2014-05-01,107.9,169.9,112,16.3,29.8,15.7,193.80639174193536
2014-06-01,121.3,177.1,127,15.3,31.9,20.9,195.04345039999995
2014-07-01,74.1,197.2,77,14.3,33.8,20.7,193.69184593548383
2014-08-01,11.9,201.6,12,13.5,35.6,21.1,191.6661058064516
2014-09-01,55.1,133.0,57,12.7,31.7,19.2,191.63731039999996
2014-10-01,43.6,118.2,45,12.1,29.2,14.9,192.1189796129032
2014-11-01,73.7,73.7,181,110.4,18.9,6.0,194.04756719999983
2014-12-01,42.2,56.4,36,102.0,17.0,6.9,193.60217574193544
2015-01-01,58.7,58.7,95,133.3,14.1,1.7,194.9740707096773
2015-02-01,42.3,69.6,23,112.9,15.9,3.5,196.63399114285704
2015-03-01,94.2,94.2,105,118.8,20.6,8.5,196.86933677419344
2015-04-01,122.0,122.0,175,162.8,26.0,14.5,197.29307759999992
2015-05-01,128.7,128.7,217,238.2,27.8,17.4,199.25198787096772
2015-06-01,154.3,160.2,152,228.0,31.1,20.2,203.4561336
2015-07-01,137.8,209.1,25,113.7,34.2,21.6,202.65198270967736
2015-08-01,54.5,200.0,12,70.5,35.9,21.3,198.0462580645161
2015-09-01,86.4,151.1,72,52.5,33.9,19.6,197.0109344
2015-10-01,116.1,116.1,225,149.9,29.2,14.7,196.918793032258
2015-11-01,66.6,66.6,79,158.0,21.1,9.5,201.4728
2015-12-01,55.7,69.3,45,145.2,19.7,5.1,202.9818549677419
2016-01-01,44.1,65.3,28,127.4,15.5,2.2,203.36197006451604
2016-02-01,71.2,93.1,59,111.9,20.2,6.7,202.2970212413793
2016-03-01,85.7,117.5,70,92.9,23.8,10.0,202.6454934193549
2016-04-01,89.7,129.5,75,73.9,26.3,12.6,202.7978671999999
2016-05-01,142.5,142.5,158,82.0,28.5,16.3,205.2779821935483
2016-06-01,115.2,178.5,96,58.1,32.4,20.4,207.6911264
2016-07-01,46.4,222.2,36,45.5,35.5,22.5,203.58408077419352
2016-08-01,159.6,167.0,166,44.0,34.1,20.4,203.51702477419357
2016-09-01,104.5,138.2,103,37.1,32.5,19.0,205.7637744
2016-10-01,15.6,113.5,11,31.8,28.6,14.8,206.0491261935484
2016-11-01,66.8,75.9,69,30.5,24.2,10.8,206.9095176
2016-12-01,62.2,62.2,84,48.2,17.9,4.6,208.90313574193544
2017-01-01,44.8,78.7,39,40.6,18.7,5.4,208.71543793548383
2017-02-01,63.4,90.9,61,35.5,22.6,9.0,208.7288905714284
2017-03-01,45.0,118.7,42,30.6,24.9,11.1,208.93676206451613
2017-04-01,59.2,146.3,58,26.9,27.1,13.3,207.5643296
2017-05-01,128.7,161.6,132,24.0,28.9,16.6,205.08055045161288
2017-06-01,83.5,189.7,85,21.7,32.6,20.6,203.9693152
2017-07-01,39.4,210.9,39,19.8,35.1,22.1,200.70588387096765
2017-08-01,56.1,186.6,57,18.2,34.2,20.6,200.76084619354828
2017-09-01,87.2,148.4,90,16.9,31.5,18.0,201.226928
2017-10-01,27.7,122.8,28,15.7,27.4,13.5,202.48689909677415
2017-11-01,15.4,81.1,15,14.7,23.8,10.4,201.8884456
2017-12-01,61.4,61.4,65,14.7,16.9,3.7,202.59377574193545
2018-01-01,8.2,61.7,7,19.7,15.6,0.2,202.52996438709675
2018-02-01,48.4,71.5,49,18.1,18.9,6.9,202.6387688571428
2018-03-01,87.7,123.8,91,16.8,24.9,10.8,202.62533729032253
2018-04-01,12.7,136.4,12,15.7,25.9,10.3,202.7401584
2018-05-01,31.2,179.1,32,14.7,32.3,18.6,201.0315282580645
2018-06-01,34.7,203.8,36,13.8,35.0,22.3,197.2561968
2018-07-01,92.8,207.4,97,13.0,35.7,21.6,197.81755974193544
2018-08-01,21.8,194.6,22,12.3,35.3,21.3,196.1604309677419
2018-09-01,115.8,115.8,269,151.6,29.9,19.5,202.20858719999995
2018-10-01,90.8,90.8,156,208.8,24.6,14.1,206.99695587096772
2018-11-01,51.1,65.3,33,188.8,19.2,5.9,208.7419752
2018-12-01,69.3,69.3,85,200.1,17.1,3.5,208.8971380645161
2019-01-01,48.7,61.7,33,183.0,16.6,3.3,209.29121496774192
2019-02-01,45.0,63.3,25,161.8,19.6,6.1,208.88978142857144
2019-03-01,63.7,105.5,24,121.1,21.8,7.9,208.3436802580645
2019-04-01,99.6,141.7,76,93.2,25.7,11.9,207.2950896
2019-05-01,119.5,139.8,116,83.5,29.6,17.4,208.09718554838705
2019-06-01,108.5,174.6,88,58.8,33.3,21.4,207.5503088
2019-07-01,33.4,204.3,22,46.0,35.1,22.1,207.07443406451608
2019-08-01,32.8,209.2,26,37.9,36.8,23.2,203.65890425806447
2019-09-01,34.8,185.2,31,32.3,35.2,21.7,202.9937519999999
2019-10-01,110.4,121.2,115,30.8,27.5,13.6,203.77177858064516
2019-11-01,31.0,74.6,29,27.0,19.5,6.1,205.3017992
2019-12-01,20.8,73.7,19,24.1,18.2,4.9,204.9183181935484
